openalex_id,doi,title,publication_year,publication_date,type,cited_by_count,matched_queries,canonical_terms,themes
https://openalex.org/W2811387688,https://doi.org/10.1109/aero.2018.8396552,Novel trajectory generation and adaptive evolutionary feedback controller for quadrotors,2018,2018-03-01,article,9,quadrotor,obstacle_avoidance;optimal_control,formation_safety;optimization_constraints
https://openalex.org/W2907803881,https://doi.org/10.1109/iecon.2018.8592769,Observer-Based Sliding Mode Control of a 6-DOF Quadrotor UAV,2018,2018-10-01,article,7,quadrotor,sliding_mode,robust_adaptive
https://openalex.org/W2914964073,https://doi.org/10.1109/cdc.2018.8619571,Observer-Based Super-Twisting Sliding Mode Control with Fuzzy Variable Gains and its Application to Overactuated Quadrotors,2018,2018-12-01,article,5,quadrotor,sliding_mode;state_estimation,estimation_learning;robust_adaptive
https://openalex.org/W2803903758,https://doi.org/10.1007/s10846-018-0867-8,Observer-Based Time-Varying Backstepping Control for a Quadrotor Multi-Agent System,2018,2018-05-22,article,31,quadrotor,multi_agent;nonlinear_control,formation_safety;geometry_tracking
https://openalex.org/W2894839931,https://doi.org/10.1088/1742-6596/1087/2/022030,Obstacle Avoidance and Path Planning for Quadrotor based on Differential Evolution - Artificial Bee Colony Algorithm,2018,2018-09-01,article,4,quadrotor,obstacle_avoidance;path_planning,formation_safety
https://openalex.org/W2801877034,https://doi.org/10.1088/1742-6596/1005/1/012037,Obstacle Avoidance for Quadcopter using Ultrasonic Sensor,2018,2018-04-01,article,9,quadcopter,obstacle_avoidance,formation_safety
https://openalex.org/W2904970342,https://doi.org/10.1109/coase.2018.8560370,Obstacle Detection and Avoidance Device for Multirotor UAVs through interface with Pixhawk Flight Controller,2018,2018-08-01,article,4,multirotor,obstacle_avoidance,formation_safety
https://openalex.org/W2897580067,https://doi.org/10.1109/mmar.2018.8485911,Obstacle Detection and Avoidance System for Unmanned Multirotors,2018,2018-08-01,article,4,multirotor,obstacle_avoidance,formation_safety
https://openalex.org/W2793350180,https://doi.org/10.1088/1742-6596/976/1/012008,Obstacle Detection using Binocular Stereo Vision in Trajectory Planning for Quadcopter Navigation,2018,2018-02-01,article,3,quadcopter,obstacle_avoidance;path_planning,formation_safety
https://openalex.org/W2811505405,https://doi.org/10.2514/6.2018-3035,Obstacle-Avoidance Trajectory Planning for Attitude-Constrained Quadrotors using Second-order Cone Programming,2018,2018-06-24,article,7,quadrotor,obstacle_avoidance;path_planning,formation_safety
https://openalex.org/W2790501938,https://doi.org/10.1109/ibcast.2018.8312233,On control law partitioning for nonlinear control of a quadrotor UAV,2018,2018-01-01,article,11,quadrotor,nonlinear_control,geometry_tracking
https://openalex.org/W2963732389,https://doi.org/10.1109/med.2018.8443034,On Negotiating Aggressive Quadrotor Attitude Tracking Maneuvers Under Actuator Constraints,2018,2018-06-01,article,1,quadrotor,attitude_control,geometry_tracking
https://openalex.org/W2808457740,,On The Design of Nonlinear PID Controller for Nonlinear Quadrotor System.,2018,2018-06-12,article,2,quadrotor,pid_control,geometry_tracking
https://openalex.org/W2891010135,https://doi.org/10.1109/icra.2018.8460885,Onboard State Dependent LQR for Agile Quadrotors,2018,2018-05-01,article,55,quadrotor,attitude_control;optimal_control;robust_control,geometry_tracking;optimization_constraints;robust_adaptive
https://openalex.org/W2891491652,https://doi.org/10.1109/icra.2018.8462878,Online Safe Trajectory Generation for Quadrotors Using Fast Marching Method and Bernstein Basis Polynomial,2018,2018-05-01,article,277,quadrotor,path_planning,formation_safety
https://openalex.org/W2810498821,https://doi.org/10.2514/6.2018-3475,Open Loop System Identification of a Small Multirotor Vehicle with an Active Feedback Control System,2018,2018-06-24,article,5,multirotor,system_identification,estimation_learning
https://openalex.org/W2908528560,https://doi.org/10.1109/iros.2018.8594357,Optimal Constrained Trajectory Generation for Quadrotors Through Smoothing Splines,2018,2018-10-01,article,16,quadrotor,optimal_control,optimization_constraints
https://openalex.org/W2894666138,https://doi.org/10.1109/lcsys.2018.2874103,Optimal Energy Trajectory Generation for a Quadrotor UAV Using Geometrically Exact Computations on SE(3),2018,2018-10-04,article,18,quadrotor,nonlinear_control,geometry_tracking
https://openalex.org/W2921115668,https://doi.org/10.1109/icrom.2018.8657554,Optimal path tracking of a quadrotor in the presence of obstacle using the League Championship Algorithm,2018,2018-10-01,article,2,quadrotor,trajectory_tracking,geometry_tracking
https://openalex.org/W2914308387,https://doi.org/10.1109/ic3ina.2018.8629504,Optimal PD Tracking Control of a Quadcopter Drone Using Adaptive PSO Algorithm,2018,2018-11-01,article,9,quadcopter,optimal_control;pid_control,geometry_tracking;optimization_constraints
https://openalex.org/W2909642387,https://doi.org/10.1109/iros.2018.8593579,Optimal Time Allocation for Quadrotor Trajectory Generation,2018,2018-10-01,article,50,quadrotor,optimal_control,optimization_constraints
https://openalex.org/W2921498242,https://doi.org/10.1109/icrom.2018.8657616,Optimizing PID Controller Coefficients Using Fractional Order Based on Intelligent Optimization Algorithms for Quadcopter,2018,2018-10-01,article,13,quadcopter,pid_control,geometry_tracking
https://openalex.org/W2939382829,https://doi.org/10.1109/comrob.2018.8689410,ORB-SLAM Based Active Disturbance Rejection Control for Quadrotor Autonomous Flight,2018,2018-09-01,article,1,quadrotor,adrc;robust_control,robust_adaptive
https://openalex.org/W2818830277,https://doi.org/10.1007/s12555-017-0487-2,Parameter Identification for a Quadrotor Helicopter Using Multivariable Extremum Seeking Algorithm,2018,2018-07-11,article,19,quadrotor,system_identification,estimation_learning
https://openalex.org/W2810113597,https://doi.org/10.1504/ijsa.2018.092911,Particle filter based integrated navigation for quadrotors,2018,2018-01-01,article,2,quadrotor,state_estimation,estimation_learning
https://openalex.org/W2901347111,https://doi.org/10.1115/dscc2018-9078,Particle Swarm Optimization Tuning of Fault Tolerant Sliding Mode Control for Quadrotor,2018,2018-09-30,article,3,quadrotor,fault_tolerant;sliding_mode,allocation_fault;robust_adaptive
https://openalex.org/W2897867591,https://doi.org/10.1134/s0005117918100120,Passification-based Adaptive Control Design for Quadrotor Stabilization,2018,2018-10-01,article,3,quadrotor,adaptive_control;nonlinear_control,geometry_tracking;robust_adaptive
https://openalex.org/W2805063029,https://doi.org/10.1007/s10846-018-0870-0,Path Planning Generation Algorithm for a Class of UAV Multirotor Based on State of Health of Lithium Polymer Battery,2018,2018-06-02,article,34,multirotor,obstacle_avoidance;path_planning,formation_safety
https://openalex.org/W2900827728,https://doi.org/10.1109/icetietr.2018.8529067,Path Planning of an Autonomous Quadcopter Based Delivery System,2018,2018-07-01,article,14,quadcopter,path_planning,formation_safety
https://openalex.org/W2900770903,https://doi.org/10.1109/intercon.2018.8526398,Path-Following of a Quadrotor Using Fuzzy Sliding Mode Control,2018,2018-08-01,article,6,quadrotor,sliding_mode,robust_adaptive
https://openalex.org/W2946836286,https://doi.org/10.1109/iciinfs.2018.8721383,Performance Comparison of Deep and Shallow Network for Quadcopter Automation,2018,2018-12-01,article,2,quadcopter,neural_control,estimation_learning
https://openalex.org/W2801953484,https://doi.org/10.17667/riim.2018.1/11,PID Controller Tuning Optimization with Genetic Algorithms for a Quadcopter,2018,2018-04-06,article,23,quadcopter,pid_control,geometry_tracking
https://openalex.org/W2904923980,,PID with derivative filter and integral sliding-mode controller techniques applied to an indoor micro quadrotor,2018,2018-10-01,article,3,quadrotor,attitude_control;pid_control;sliding_mode,geometry_tracking;robust_adaptive
https://openalex.org/W2897395586,https://doi.org/10.23919/chicc.2018.8483740,Position and attitude control of a quadrotor,2018,2018-07-01,article,1,quadrotor,adrc;attitude_control,geometry_tracking;robust_adaptive
https://openalex.org/W2905668437,https://doi.org/10.1007/s11432-018-9548-5,Position tracking and attitude control for quadrotors via active disturbance rejection control method,2018,2018-12-19,article,44,quadrotor,adrc;attitude_control;state_estimation;trajectory_tracking,estimation_learning;geometry_tracking;robust_adaptive
https://openalex.org/W2899313142,https://doi.org/10.1109/control.2018.8516781,Practical PID Hovering Control of a Laboratory Quadcopter Using Low-Cost Embedded Control Hardware and Software,2018,2018-09-01,article,4,quadcopter,pid_control,geometry_tracking
https://openalex.org/W2809591498,https://doi.org/10.1016/j.ifacol.2018.06.091,PSO Based PID Controller for Quadrotor with Virtual Sensor,2018,2018-01-01,article,40,quadrotor,pid_control;state_estimation,estimation_learning;geometry_tracking
https://openalex.org/W2790029795,https://doi.org/10.1016/j.asoc.2018.01.015,PSO tuned FLC for full autopilot control of quadrotor to tackle wind disturbance using bond graph approach,2018,2018-01-31,article,27,quadrotor,pid_control;wind_disturbance,geometry_tracking;robust_adaptive
https://openalex.org/W2790248089,https://doi.org/10.2174/2215081107666180216152118,Quadcopter Altitude Control Methods for Communication Relay Systems,2018,2018-02-20,article,0,quadcopter,pid_control,geometry_tracking
https://openalex.org/W2793301698,https://doi.org/10.23887/jptk-undiksha.v15i1.13039,QUADCOPTER OBSTACLE AVOIDANCE DENGAN SENSOR INFRAMERAH UNTUK PEMANTAUAN BENCANA ALAM MELALUI UDARA,2018,2018-01-30,article,3,quadcopter,obstacle_avoidance,formation_safety
https://openalex.org/W2792316121,https://doi.org/10.1007/s10846-018-0801-0,Quadcopter Path Following Control. A Maneuvering Approach,2018,2018-03-05,article,14,quadcopter,path_planning,formation_safety
https://openalex.org/W2898361221,https://doi.org/10.1109/access.2018.2877795,Quadcopter Robust Adaptive Second Order Sliding Mode Control Based on PID Sliding Surface,2018,2018-01-01,article,142,quadcopter,adaptive_control;pid_control;robust_control;sliding_mode,geometry_tracking;robust_adaptive
https://openalex.org/W4386866029,,Quadcopter Stability Increased by PID Adaptive Tuning,2018,2018-11-01,article,1,quadcopter,pid_control,geometry_tracking
https://openalex.org/W2896793082,https://doi.org/10.23919/chicc.2018.8483978,Quadrotor Control based on Self-Tuning LQR,2018,2018-07-01,article,6,quadrotor,attitude_control,geometry_tracking
https://openalex.org/W2895902632,https://doi.org/10.23919/chicc.2018.8483629,Quadrotor Control Design with Attitude Constraints,2018,2018-07-01,article,0,quadrotor,attitude_control;pid_control,geometry_tracking
https://openalex.org/W2800185061,https://doi.org/10.1002/asjc.1800,Quadrotor Control Via Robust Generalized Dynamic Inversion and Adaptive Non‐Singular Terminal Sliding Mode,2018,2018-04-30,article,73,quadrotor,sliding_mode,robust_adaptive
https://openalex.org/W2915243580,https://doi.org/10.4208/aamm.oa-2017-0059,Quadrotor Convergence Trajectory Optimization Model Based on Minimum Energy Consumption,2018,2018-06-01,article,3,quadrotor,optimal_control,optimization_constraints
https://openalex.org/W2912203010,https://doi.org/10.1109/cistem.2018.8613602,Quadrotor Design Procedure and PID Control for Outdoor Free Flight,2018,2018-10-01,article,2,quadrotor,attitude_control;pid_control,geometry_tracking
https://openalex.org/W2912094931,https://doi.org/10.1109/cac.2018.8623214,Quadrotor Drift Error Correction Based on Adaptive PID,2018,2018-11-01,article,1,quadrotor,attitude_control;pid_control,geometry_tracking
https://openalex.org/W2910218660,https://doi.org/10.1109/icisce.2018.00189,Quadrotor Formation Control Based on Geometric Method,2018,2018-07-01,article,1,quadrotor,formation_control;pid_control,formation_safety;geometry_tracking
https://openalex.org/W2806617555,https://doi.org/10.2991/icsnce-18.2018.7,Quadrotor Formation Control Method Based on Graph and Consistency Theory,2018,2018-01-01,article,1,quadrotor,formation_control,formation_safety
https://openalex.org/W4232765432,https://doi.org/10.21307/ijanmc-2018-032,Quadrotor Formation Control Method Based on Graph and Consistency Theory,2018,2018-01-01,article,1,quadrotor,formation_control,formation_safety
https://openalex.org/W2805960200,https://doi.org/10.21307/ijanmc-2018-006,Quadrotor Formation Inversion Control Method Based on Unit Quaternion,2018,2018-01-01,article,1,quadrotor,attitude_control,geometry_tracking
https://openalex.org/W2901488563,https://doi.org/10.3390/app8112246,Quadrotor Formation Strategies Based on Distributed Consensus and Model Predictive Controls,2018,2018-11-14,article,11,quadrotor,mpc,optimization_constraints
https://openalex.org/W2902362187,https://doi.org/10.2514/1.c035135,Quadrotor Gray-Box Model Identification from High-Speed Flight Data,2018,2018-11-26,article,65,quadrotor,system_identification,estimation_learning
https://openalex.org/W2889035105,https://doi.org/10.1016/j.ifacol.2018.07.317,Quadrotor Input-Output Linearization and Cascade Control,2018,2018-01-01,article,17,quadrotor,nonlinear_control,geometry_tracking
https://openalex.org/W2887129760,https://doi.org/10.23919/acc.2018.8431029,Quadrotor Motion Control using Adaptive Generalized Dynamic Inversion,2018,2018-06-01,article,17,quadrotor,adaptive_control;attitude_control,geometry_tracking;robust_adaptive
https://openalex.org/W2906052816,https://doi.org/10.1088/1742-6596/1141/1/012024,Quadrotor Multi-model for Control Purposes,2018,2018-12-01,article,1,quadrotor,nonlinear_control,geometry_tracking
https://openalex.org/W2968922507,https://doi.org/10.1109/seatuc.2018.8788855,Quadrotor Proportional-Derivative Control on SO(3) with Input Saturation,2018,2018-03-01,article,4,quadrotor,attitude_control,geometry_tracking
https://openalex.org/W2915624378,,Quadrotor Swarm Arena (QuaSAr) Development of a Swarm Control Testbed,2018,2018-01-01,article,0,quadrotor,multi_agent,formation_safety
https://openalex.org/W2799675078,https://doi.org/10.1080/00207179.2018.1462534,Quadrotor trajectory tracking by using fixed-time differentiator,2018,2018-04-19,article,14,quadrotor,trajectory_tracking,geometry_tracking
https://openalex.org/W2914536986,https://doi.org/10.1109/cistem.2018.8613584,Quadrotor UAV dynamics modeling based on subspace identification system,2018,2018-10-01,article,1,quadrotor,system_identification,estimation_learning
https://openalex.org/W2901775224,https://doi.org/10.1109/icstcc.2018.8540747,Quadrotors UAVs Swarming Control Under Leader-Followers Formation,2018,2018-10-01,article,24,quadrotor,formation_control;sliding_mode,formation_safety;robust_adaptive
https://openalex.org/W2789991917,https://doi.org/10.1109/indiancc.2018.8308002,Quaternion based adaptive control for package delivery using variable-pitch quadrotors,2018,2018-01-01,article,23,quadrotor,adaptive_control;attitude_control,geometry_tracking;robust_adaptive
https://openalex.org/W2799924445,https://doi.org/10.1007/s40815-018-0471-x,Quaternion-Based Adaptive Backstepping RFWNN Control of Quadrotors Subject to Model Uncertainties and Disturbances,2018,2018-04-16,article,17,quadrotor,nonlinear_control,geometry_tracking
https://openalex.org/W2899044688,https://doi.org/10.1007/s12555-018-0112-z,Quaternion-based Robust Trajectory Tracking Control of a Quadrotor Hover System,2018,2018-10-30,article,15,quadrotor,trajectory_tracking,geometry_tracking
https://openalex.org/W2896909685,https://doi.org/10.22146/jntt.39203,Rancang Bangun Quadrotor Dengan Kendali Robust Pid Untuk Pemetaan Sawah Pra Panen,2018,2018-10-02,article,1,quadrotor,pid_control,geometry_tracking
https://openalex.org/W2897802609,https://doi.org/10.1016/j.neucom.2018.10.019,Reactive obstacle avoidance of monocular quadrotors with online adapted depth prediction network,2018,2018-10-16,article,41,quadrotor,neural_control;obstacle_avoidance,estimation_learning;formation_safety
https://openalex.org/W2895553158,https://doi.org/10.2514/1.c034219,Real-Time Closed-Loop System Identification of a Quadcopter,2018,2018-10-01,article,27,quadcopter,system_identification,estimation_learning
https://openalex.org/W2888959292,https://doi.org/10.1016/j.ifacol.2018.07.337,Real-Time Integral Backstepping with Sliding Mode Control for a Quadrotor UAV,2018,2018-01-01,article,53,quadrotor,attitude_control;nonlinear_control;sliding_mode,geometry_tracking;robust_adaptive
https://openalex.org/W3009590884,https://doi.org/10.1109/gncc42960.2018.9019196,Real-Time Motion Planning for Quadrotor MAVs in Three-dimensional Complex Environment,2018,2018-08-01,article,1,quadrotor,path_planning,formation_safety
https://openalex.org/W2903504982,https://doi.org/10.23919/ecc.2018.8550487,Real-Time Optimal Trajectory Generation for a Quadrotor UAV on the Longitudinal Plane,2018,2018-06-01,article,6,quadrotor,optimal_control,optimization_constraints
https://openalex.org/W2810661994,https://doi.org/10.1109/iciea.2018.8397958,Real-time system identification of quadrotor dynamics,2018,2018-05-01,article,3,quadrotor,system_identification,estimation_learning
https://openalex.org/W2886829156,https://doi.org/10.23919/acc.2018.8431112,Real-Time Tube MPC Applied to a 10-State Quadrotor Model,2018,2018-06-01,article,19,quadrotor,mpc,optimization_constraints
https://openalex.org/W2901925094,https://doi.org/10.1115/dscc2018-9197,Reconfigurable Fault-Tolerant Tilt-Rotor Quadcopter System,2018,2018-09-30,article,15,quadcopter,attitude_control;fault_tolerant,allocation_fault;geometry_tracking
https://openalex.org/W2908709305,https://doi.org/10.1109/iros.2018.8594512,Recovery Control for Quadrotor UAV Colliding with a Pole,2018,2018-10-01,article,12,quadrotor,obstacle_avoidance,formation_safety
https://openalex.org/W2801511631,https://doi.org/10.1016/j.ast.2018.04.027,Reduction of power consumption on quadrotor vehicles via trajectory design and a controller-gains tuning stage,2018,2018-04-19,article,57,quadrotor,sliding_mode,robust_adaptive
https://openalex.org/W2782828584,https://doi.org/10.1109/tsmc.2017.2782662,Reliable Tracking Control for Under-Actuated Quadrotors With Wind Disturbances,2018,2018-01-08,article,68,quadrotor,wind_disturbance,robust_adaptive
https://openalex.org/W2899119166,https://doi.org/10.23919/sice.2018.8492685,Remote Tracking Control of a Quadrotor-Type Drone Subject to Uncertain Time Delays,2018,2018-09-01,article,0,quadrotor,robust_control,robust_adaptive
https://openalex.org/W3010394686,https://doi.org/10.1109/gncc42960.2018.9019018,Research on Attitude Control of Quadrotor Aircraft Based on Robust Adaptive Method,2018,2018-08-01,article,0,quadrotor,adaptive_control;attitude_control;robust_control,geometry_tracking;robust_adaptive
https://openalex.org/W2853588383,https://doi.org/10.1109/ccdc.2018.8407631,Research on control system of quadrotor based on ADRC,2018,2018-06-01,article,4,quadrotor,adrc;pid_control,geometry_tracking;robust_adaptive
https://openalex.org/W2782291076,https://doi.org/10.2514/6.2018-1838,Retrospective Cost Adaptive PID Control of Quadcopter/Fixed-Wing Mode Transition in a VTOL Aircraft,2018,2018-01-07,article,14,quadcopter,pid_control,geometry_tracking
https://openalex.org/W2790246434,https://doi.org/10.1016/j.ast.2017.12.029,RISE and disturbance compensation based trajectory tracking control for a quadrotor UAV without velocity measurements,2018,2018-01-31,article,84,quadrotor,robust_control;state_estimation;trajectory_tracking,estimation_learning;geometry_tracking;robust_adaptive
https://openalex.org/W2806597758,https://doi.org/10.1177/0959651818780763,Robust <i>H</i> <sub>∞</sub> fault tolerant control for quadrotor attitude regulation,2018,2018-06-06,article,10,quadrotor,attitude_control;fault_tolerant;robust_control,allocation_fault;geometry_tracking;robust_adaptive
https://openalex.org/W2901428060,https://doi.org/10.1016/j.isatra.2018.11.015,"Robust <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline"" overflow=""scroll"" id=""d1e435"" altimg=""si4.gif""><mml:msub><mml:mrow><mml:mi>H</mml:mi></mml:mrow><mml:mrow><mml:mi>∞</mml:mi></mml:mrow></mml:msub></mml:math> attitude tracking control of a quadrotor UAV on SO(3) via variation-based linearization and interval matrix approach",2018,2018-11-19,article,76,quadrotor,attitude_control,geometry_tracking
https://openalex.org/W2889078503,https://doi.org/10.1109/access.2018.2867574,Robust Actuator Fault Detection and Diagnosis for a Quadrotor UAV With External Disturbances,2018,2018-01-01,article,106,quadrotor,fault_tolerant;state_estimation,allocation_fault;estimation_learning
https://openalex.org/W2805902901,https://doi.org/10.1080/00207179.2018.1484573,Robust adaptive fault estimation and fault tolerant control for quadrotor attitude systems,2018,2018-06-07,article,65,quadrotor,fault_tolerant,allocation_fault
https://openalex.org/W2922494206,https://doi.org/10.1109/icrom.2018.8657497,Robust Adaptive H&lt;inf&gt;∞&lt;/inf&gt; Control for Attitude Control of a Quadrotor,2018,2018-10-01,article,5,quadrotor,adaptive_control;attitude_control,geometry_tracking;robust_adaptive
https://openalex.org/W2896256023,https://doi.org/10.1109/tcst.2018.2872462,Robust Adaptive Tracking Control for Quadrotors by Combining PI and Self-Tuning Regulator,2018,2018-10-18,article,67,quadrotor,adaptive_control;pid_control;robust_control,geometry_tracking;robust_adaptive
https://openalex.org/W2953832792,https://doi.org/10.1109/cistem.2018.8613367,Robust Attitude Control based on Continuous Differentiator and Adaptive Super Twisting for 3 DOF Quadrotor,2018,2018-10-01,article,0,quadrotor,adaptive_control;attitude_control;robust_control;sliding_mode,geometry_tracking;robust_adaptive
https://openalex.org/W2998025926,https://doi.org/10.1109/ceit.2018.8751796,Robust Attitude Control based on Continuous Differentiator and Adaptive Super Twisting for 3 DOF Quadrotor,2018,2018-10-01,article,1,quadrotor,adaptive_control;attitude_control;robust_control;sliding_mode,geometry_tracking;robust_adaptive
https://openalex.org/W2881026819,https://doi.org/10.1109/ccdc.2018.8407897,Robust attitude control for quadrotor UAV system with two kinds of disturbances,2018,2018-06-01,article,2,quadrotor,attitude_control;robust_control;sliding_mode,geometry_tracking;robust_adaptive
https://openalex.org/W2888034694,https://doi.org/10.1109/med.2018.8442905,Robust Attitude Stabilization of a Quadrotor by Using LFT Linear-Parameter-Varying H∞,2018,2018-06-01,article,3,quadrotor,attitude_control;formation_control;robust_control,formation_safety;geometry_tracking;robust_adaptive
https://openalex.org/W2890872344,https://doi.org/10.23919/acc.2018.8431885,Robust Attitude Tracking in the Presence of Parameter Uncertainty for a Variable-Pitch Quadrotor,2018,2018-06-01,article,7,quadrotor,attitude_control;pid_control;robust_control,geometry_tracking;robust_adaptive
https://openalex.org/W2901467382,https://doi.org/10.1109/icmic.2018.8529883,Robust Back-Stepping Controller on SO(3) for a Quadrotor Attitude Tracking,2018,2018-07-01,article,2,quadrotor,attitude_control,geometry_tracking
https://openalex.org/W2811248083,https://doi.org/10.1007/s40998-018-0080-6,Robust Backstepping Controller Design with a Fuzzy Compensator for Autonomous Hovering Quadrotor UAV,2018,2018-06-28,article,14,quadrotor,nonlinear_control,geometry_tracking
https://openalex.org/W2783852673,https://doi.org/10.1155/2018/1854648,Robust Command Filtered Adaptive Backstepping Control for a Quadrotor Aircraft,2018,2018-01-01,article,17,quadrotor,adaptive_control;nonlinear_control;robust_control,geometry_tracking;robust_adaptive
https://openalex.org/W2799703890,https://doi.org/10.1007/s10846-018-0843-3,Robust Consensus-Based Formation Flight for Multiple Quadrotors,2018,2018-05-01,article,16,quadrotor,formation_control;multi_agent;robust_control,formation_safety;robust_adaptive
https://openalex.org/W2936963403,https://doi.org/10.1109/cyber.2018.8688168,Robust Control Design for the Quadrotor UAV with a Suspended Payload,2018,2018-07-01,article,10,quadrotor,attitude_control;nonlinear_control;robust_control;trajectory_tracking,geometry_tracking;robust_adaptive
https://openalex.org/W2909613738,https://doi.org/10.1109/cbs.2018.8612221,Robust control design for the trajectory tracking of a quadrotor,2018,2018-10-01,article,6,quadrotor,robust_control;trajectory_tracking,geometry_tracking;robust_adaptive
https://openalex.org/W2921148218,https://doi.org/10.1109/icrom.2018.8657548,Robust control of quadrotor system in the presence of disturbances and uncertainties: using a virtual control approach,2018,2018-10-01,article,2,quadrotor,robust_control,robust_adaptive
https://openalex.org/W2793774550,https://doi.org/10.1002/rnc.4044,Robust dynamic surface trajectory tracking control for a quadrotor UAV via extended state observer,2018,2018-01-17,article,213,quadrotor,attitude_control;disturbance_observer;nonlinear_control;robust_control;state_estimation;trajectory_tracking,estimation_learning;geometry_tracking;robust_adaptive
https://openalex.org/W4401047981,https://doi.org/10.14419/ijet.v7i4.39.23709,Robust Fault Diagnosis for a Quadrotor with Actuator Fault,2018,2018-12-13,article,4,quadrotor,fault_tolerant,allocation_fault
https://openalex.org/W2889275882,https://doi.org/10.1109/icca.2018.8444295,Robust Formation Control for Multiple Quadrotors Subject to Nonlinear Dynamics and Disturbances,2018,2018-06-01,article,5,quadrotor,formation_control;robust_control,formation_safety;robust_adaptive
https://openalex.org/W2898358912,https://doi.org/10.1109/tcyb.2018.2875559,Robust Formation Control for Multiple Quadrotors With Nonlinearities and Disturbances,2018,2018-10-25,article,264,quadrotor,formation_control;robust_control,formation_safety;robust_adaptive
https://openalex.org/W2899017972,https://doi.org/10.3390/aerospace5040115,Robust Full Tracking Control Design of Disturbed Quadrotor UAVs with Unknown Dynamics,2018,2018-10-30,article,9,quadrotor,adaptive_control;robust_control;sliding_mode,robust_adaptive
https://openalex.org/W2806291609,https://doi.org/10.1109/tsmc.2018.2836922,Robust Hybrid Nonlinear Control Systems for the Dynamics of a Quadcopter Drone,2018,2018-01-01,article,61,quadcopter,mpc;nonlinear_control;robust_control,geometry_tracking;optimization_constraints;robust_adaptive
https://openalex.org/W4243013105,https://doi.org/10.1504/ijisdc.2018.097473,Robust integral back-stepping control for a quadrotor: experiments and simulation,2018,2018-01-01,article,0,quadrotor,robust_control,robust_adaptive
https://openalex.org/W2808006673,https://doi.org/10.1109/aset.2018.8379848,Robust internal model controller for quadrotor UAV,2018,2018-03-01,article,2,quadrotor,robust_control,robust_adaptive
https://openalex.org/W2972904707,https://doi.org/10.30684/etj.36.12a.6,Robust Multiple Model Adaptive Control for Dynamic Positioning of Quadrotor Helicopter System,2018,2018-12-01,article,7,quadrotor,adaptive_control;robust_control;state_estimation,estimation_learning;robust_adaptive
https://openalex.org/W2888235282,https://doi.org/10.1109/access.2018.2866208,Robust Observer-Based Dynamic Sliding Mode Controller for a Quadrotor UAV,2018,2018-01-01,article,99,quadrotor,nonlinear_control;sliding_mode,geometry_tracking;robust_adaptive
https://openalex.org/W2907294593,https://doi.org/10.1109/icarcv.2018.8581330,Robust Online Obstacle Detection and Tracking for Collision-Free Navigation of Multirotor UAVs in Complex Environments,2018,2018-11-01,article,13,multirotor,obstacle_avoidance,formation_safety
https://openalex.org/W2793403120,https://doi.org/10.1177/0954410018756671,Robust output feedback trajectory tracking for quadrotors,2018,2018-02-07,article,5,quadrotor,sliding_mode;state_estimation;trajectory_tracking,estimation_learning;geometry_tracking;robust_adaptive
https://openalex.org/W2785764887,https://doi.org/10.1504/ijmic.2018.10010545,Robust path tracking control for quadrotors with experimental validation,2018,2018-01-01,article,9,quadrotor,trajectory_tracking,geometry_tracking
https://openalex.org/W4238767113,https://doi.org/10.1504/ijmic.2018.089623,Robust path tracking control for quadrotors with experimental validation,2018,2018-01-01,article,12,quadrotor,nonlinear_control;robust_control;trajectory_tracking,geometry_tracking;robust_adaptive
https://openalex.org/W2904805374,https://doi.org/10.1109/ssd.2018.8570646,Robust State Estimation of a Quadrotor Based on High-Gain and Sliding-Mode Observers,2018,2018-03-01,article,1,quadrotor,state_estimation,estimation_learning
https://openalex.org/W2816181862,https://doi.org/10.1109/ccdc.2018.8407194,Robust tracking control for a quadrotor UAV via DOBC approach,2018,2018-06-01,article,4,quadrotor,attitude_control;robust_control;trajectory_tracking,geometry_tracking;robust_adaptive
https://openalex.org/W2794997223,https://doi.org/10.1109/tmech.2018.2820426,Robust Tracking Control of Quadrotors Based on Differential Flatness: Simulations and Experiments,2018,2018-03-28,article,41,quadrotor,robust_control,robust_adaptive
https://openalex.org/W2902439287,https://doi.org/10.1016/j.neucom.2018.11.070,Robust tracking control strategy for a quadrotor using RPD-SMC and RISE,2018,2018-11-27,article,57,quadrotor,pid_control;robust_control;sliding_mode;trajectory_tracking,geometry_tracking;robust_adaptive
https://openalex.org/W2897315102,https://doi.org/10.23919/chicc.2018.8482764,Robust Trajectory Tracking Control for a Quadrotor Based on a Composite Sliding Mode Control Method,2018,2018-07-01,article,4,quadrotor,robust_control;sliding_mode;trajectory_tracking,geometry_tracking;robust_adaptive
https://openalex.org/W2905342859,https://doi.org/10.1016/j.ast.2018.12.013,Robust trajectory tracking controller for quadrotor helicopter based on a novel composite control scheme,2018,2018-12-12,article,42,quadrotor,nonlinear_control;robust_control;trajectory_tracking,geometry_tracking;robust_adaptive
https://openalex.org/W2902072108,https://doi.org/10.1109/rtsi.2018.8548411,ROS/Gazebo-Based Simulation of Quadcopter Aircrafts,2018,2018-09-01,article,14,quadcopter,attitude_control,geometry_tracking
